No,Activated,Brand,Ti,Al,Zr,Mo,V,Ta,Nb,Cr,Fe,Sn,Sys,FirstAppearinLine,CompNum,Produce_Lab,Produce_Factory,InitStat,Deform,DeformTemp_C,DeformRate,HT1,HT1Temp_C,HT1Time_h,Cool1,HT2,HT2Temp_C,HT2Time_h,Cool2,YM,HV,UTS,YS,El,均匀延伸率 (%),断面收缩率(%),断裂韧性KIC（MPa.m12）,应力腐蚀断裂韧性KISCC（MPa·m12）,夏比冲击吸收功KU2（J）,夏比冲击韧性值aku2（Jcm2）,夏比冲击吸收功KV2（J）,夏比冲击韧性值akV2（Jcm2）,（其他）,reference_id (文献数据标记doi；实验数据标记人员姓名),文献名称,文献序号,汇总信息人员姓名,序号,核对人员姓名,备注
421,1,,71.95,0,0,0,0,9.52,18.53,0,0,0,Ti-Ta-Nb,406,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,55,,,200,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,421,袁睿豪,421,,
466,1,,84.26,0,0,0,0,0.77,14.97,0,0,0,Ti-Ta-Nb,406,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,71,,,374,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,466,袁睿豪,466,,
467,1,,83.13,0,0,0,0,1.57,15.3,0,0,0,Ti-Ta-Nb,406,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,78,,,433,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,467,袁睿豪,467,,
468,1,,81.95,0,0,0,0,2.41,15.64,0,0,0,Ti-Ta-Nb,406,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,78,,,376,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,468,袁睿豪,468,,
470,1,,80.72,0,0,0,0,0.79,18.48,0,0,0,Ti-Ta-Nb,406,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,81,,,411,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,470,袁睿豪,470,,
471,1,,79.48,0,0,0,0,1.62,18.9,0,0,0,Ti-Ta-Nb,406,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,80,,,377,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,471,袁睿豪,471,,
472,1,,78.18,0,0,0,0,2.48,19.34,0,0,0,Ti-Ta-Nb,406,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,81,,,395,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,472,袁睿豪,472,,
474,1,,76.98,0,0,0,0,0.81,22.21,0,0,0,Ti-Ta-Nb,406,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,85,,,303,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,474,袁睿豪,474,,
475,1,,75.61,0,0,0,0,1.67,22.72,0,0,0,Ti-Ta-Nb,406,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,84,,,340,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,475,袁睿豪,475,,
476,1,,74.18,0,0,0,0,2.56,23.26,0,0,0,Ti-Ta-Nb,406,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,90,,,314,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,476,袁睿豪,476,,
491,1,,77,0,0,0,0,1,22,0,0,0,Ti-Ta-Nb,406,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,72,,,401,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,491,袁睿豪,491,,
165,1,,71.95,0,0,0,0,9.52,18.53,0,0,0,Ti-Ta-Nb,406,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,,,,,,,,,,,,,,,,,万鑫泉,,,
186,1,,75.94,0,0,0,0,4.5,19.56,0,0,0,Ti-Ta-Nb,406,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,,,,,,,,,,,,,,,,,万鑫泉,,,
412,1,,58.43,10.91,30.66,0,0,0,0,0,0,0,Ti-Al-Zr,0,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,100,,,1710,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,412,袁睿豪,412,,
87,1,,91.91,0,0,6.63,0,1.46,0,0,0,0,Ti-Mo-Ta,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74,,,,,,,,,,,,,,,,,万鑫泉,,,
37,1,,53.4,0,4.6,0,0,13,29,0,0,0,Ti-Zr-Ta-Nb,422,4,0,1,1,0,0,0,1,800,1,1,0,0,0,0,42,,421,88,80.34,,,,,,,,,,10.1016j.jallcom.2019.06.049,Tailoring the microstructure and mechanical properties of metastable Ti–29Nb–13Ta-4.6Zr alloy for self-expansible stent applications,3,刘雨佳,37,,
38,1,,53.4,0,4.6,0,0,13,29,0,0,0,Ti-Zr-Ta-Nb,422,4,0,1,2,1,20,88.75,1,800,1,1,0,0,0,0,46,,686,356,4.73,,,,,,,,,,10.1016j.jallcom.2019.06.049,Tailoring the microstructure and mechanical properties of metastable Ti–29Nb–13Ta-4.6Zr alloy for self-expansible stent applications,3,刘雨佳,38,,
39,1,,53.4,0,4.6,0,0,13,29,0,0,0,Ti-Zr-Ta-Nb,422,4,0,1,2,1,20,88.75,1,800,1,1,1,400,0.33,1,48,,967,920,2.91,,,,,,,,,,10.1016j.jallcom.2019.06.049,Tailoring the microstructure and mechanical properties of metastable Ti–29Nb–13Ta-4.6Zr alloy for self-expansible stent applications,3,刘雨佳,39,,
40,1,,53.4,0,4.6,0,0,13,29,0,0,0,Ti-Zr-Ta-Nb,422,4,0,1,2,1,20,88.75,1,800,1,1,1,400,1.67,1,83,,1192,1180,1.66,,,,,,,,,,10.1016j.jallcom.2019.06.049,Tailoring the microstructure and mechanical properties of metastable Ti–29Nb–13Ta-4.6Zr alloy for self-expansible stent applications,3,刘雨佳,40,,
47,1,,53,0,7,0,0,5,35,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,1,0,0,0,1,850,0.5,1,0,0,0,0,,,480,,22.13,,,,,,,,,,10.13289j.issn.1009-6264.2023-0603,时效温度对Ti-35Nb-5Ta-7Zr合金α相特征及力学性能和腐蚀行为的影响,5,刘雨佳,47,,
48,1,,53,0,7,0,0,5,35,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,1,0,0,0,1,850,0.5,1,1,400,12,1,,,492,,6.17,,,,,,,,,,10.13289j.issn.1009-6264.2023-0603,时效温度对Ti-35Nb-5Ta-7Zr合金α相特征及力学性能和腐蚀行为的影响,5,刘雨佳,48,,
49,1,,53,0,7,0,0,5,35,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,1,0,0,0,1,850,0.5,1,1,450,12,1,,,854,,6.66,,,,,,,,,,10.13289j.issn.1009-6264.2023-0603,时效温度对Ti-35Nb-5Ta-7Zr合金α相特征及力学性能和腐蚀行为的影响,5,刘雨佳,49,,
50,1,,53,0,7,0,0,5,35,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,1,0,0,0,1,850,0.5,1,1,500,12,1,,,613,,11.31,,,,,,,,,,10.13289j.issn.1009-6264.2023-0603,时效温度对Ti-35Nb-5Ta-7Zr合金α相特征及力学性能和腐蚀行为的影响,5,刘雨佳,50,,
51,1,,53,0,7,0,0,5,35,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,1,0,0,0,1,850,0.5,1,1,550,12,1,,,529,,17.44,,,,,,,,,,10.13289j.issn.1009-6264.2023-0603,时效温度对Ti-35Nb-5Ta-7Zr合金α相特征及力学性能和腐蚀行为的影响,5,刘雨佳,51,,
187,1,,52.5,0,7.1,0,0,5.1,35.3,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,3,1,20,89,1,1000,2,1,1,1000,2,1,,,550,,21,,,,,,,,,,10.1016j.msea.2006.06.013,Microstructural and mechanical characterization of biomedical Ti–Nb–Zr(–Ta) alloys,35,刘雨佳,187,,
189,1,,60,0,3,0,0,2,35,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,2,1,20,90,1,450,0.167,2,0,0,0,0,,,864,,1.55,,,,,,,,,,10.3389fmats.2020.00077,Effect of Various Annealing Temperature on Microstructure and Properties of Metastable β-Type Ti-35Nb-2Ta-3Zr Alloy for Biomedical Applications,36,刘雨佳,189,,
190,1,,60,0,3,0,0,2,35,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,2,1,20,90,1,550,0.167,2,0,0,0,0,,,780,,17.4,,,,,,,,,,10.3389fmats.2020.00077,Effect of Various Annealing Temperature on Microstructure and Properties of Metastable β-Type Ti-35Nb-2Ta-3Zr Alloy for Biomedical Applications,36,刘雨佳,190,,
191,1,,60,0,3,0,0,2,35,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,2,1,20,90,1,650,0.167,2,0,0,0,0,,,456,,25.44,,,,,,,,,,10.3389fmats.2020.00077,Effect of Various Annealing Temperature on Microstructure and Properties of Metastable β-Type Ti-35Nb-2Ta-3Zr Alloy for Biomedical Applications,36,刘雨佳,191,,
192,1,,60,0,3,0,0,2,35,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,2,1,20,90,1,750,0.167,2,0,0,0,0,,,589,,18.58,,,,,,,,,,10.3389fmats.2020.00077,Effect of Various Annealing Temperature on Microstructure and Properties of Metastable β-Type Ti-35Nb-2Ta-3Zr Alloy for Biomedical Applications,36,刘雨佳,192,,
363,1,,55.01,0,20.09,0,0,17.64,7.26,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,73,,,1107,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,363,袁睿豪,363,,
364,1,,54.48,0,22.98,0,0,18.03,4.51,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,75,,,932,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,364,袁睿豪,364,,
365,1,,53.16,0,26.04,0,0,18.52,2.28,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,77,,,953,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,365,袁睿豪,365,,
369,1,,71.97,0,3.25,0,0,4.64,20.14,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,65,,,600,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,369,袁睿豪,369,,
384,1,,71.97,0,3.25,0,0,4.64,20.14,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,55,,,257,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,384,袁睿豪,384,,
452,1,,74.74,0,2.03,0,0,0.69,22.54,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,64.5,,,700,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,452,袁睿豪,452,,
482,1,,72.74,0,3.46,0,0,3.53,20.27,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,2,0,0,0,0,0,0,2,0,0,0,0,57.1,,,400,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,482,袁睿豪,482,,
483,1,,74.13,0,3.23,0,0,2.78,19.86,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,2,0,0,0,0,0,0,2,0,0,0,0,53.7,,,435,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,483,袁睿豪,483,,
498,1,,74.3,0,2,0,0,0.7,23,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,55,,,280,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,498,袁睿豪,498,,
502,1,,70.45,0,3.44,0,0,4.69,21.42,0,0,0,Ti-Zr-Ta-Nb,422,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,61,,,521,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,502,袁睿豪,502,,
17,1,,72.06,0,3.18,0,0,4.63,20.13,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,,,,,,,,,,,,,,,,,万鑫泉,,,
18,1,,69.3,0,4.9,0,0,1.8,24,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,,,,,,,,,,,,,,,,,万鑫泉,,,
19,1,,74.3,0,2,0,0,0.7,23,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56,,,,,,,,,,,,,,,,,万鑫泉,,,
75,1,,83.67,0,7.93,0,0,0.62,7.78,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90,,,,,,,,,,,,,,,,,万鑫泉,,,
76,1,,82.76,0,8.07,0,0,1.25,7.92,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92.54,,,,,,,,,,,,,,,,,万鑫泉,,,
77,1,,81.82,0,8.21,0,0,1.91,8.06,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93.66,,,,,,,,,,,,,,,,,万鑫泉,,,
78,1,,80.85,0,8.36,0,0,2.59,8.2,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83.52,,,,,,,,,,,,,,,,,万鑫泉,,,
89,1,,69.29,0,4.92,0,0,1.78,24.01,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,,,,,,,,,,,,,,,,,万鑫泉,,,
130,1,,34.6,0,8.71,0,0,12.34,44.35,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,,,,,,,,,,,,,,,,,万鑫泉,,,
147,1,,55.01,0,20.09,0,0,17.64,7.26,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73.12,,,,,,,,,,,,,,,,,万鑫泉,,,
148,1,,54.48,0,22.98,0,0,18.03,4.51,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.98,,,,,,,,,,,,,,,,,万鑫泉,,,
149,1,,53.16,0,26.04,0,0,18.52,2.28,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76.62,,,,,,,,,,,,,,,,,万鑫泉,,,
154,1,,67.8,0,3.6,0,0,3.8,24.8,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65.8,,,,,,,,,,,,,,,,,万鑫泉,,,
155,1,,69.7,0,3.2,0,0,4.2,22.9,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64.2,,,,,,,,,,,,,,,,,万鑫泉,,,
156,1,,70.6,0,3.4,0,0,5.1,20.9,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,,,,,,,,,,,,,,,,,万鑫泉,,,
157,1,,74.8,0,2,0,0,0.7,22.5,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59.5,,,,,,,,,,,,,,,,,万鑫泉,,,
159,1,,69.71,0,4.83,0,0,1.74,23.72,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62.2,,,,,,,,,,,,,,,,,万鑫泉,,,
181,1,,74.27,0,1.96,0,0,0.66,23.11,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60.2,,,,,,,,,,,,,,,,,万鑫泉,,,
199,1,,72.63,0,3.47,0,0,3.49,20.41,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56,,,,,,,,,,,,,,,,,万鑫泉,,,
200,1,,68.21,0,3.58,0,0,3.61,24.6,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,,,,,,,,,,,,,,,,,万鑫泉,,,
210,1,,69.2,0,5,0,0,1.7,24.1,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56,,,,,,,,,,,,,,,,,万鑫泉,,,
211,1,,69.9,0,5.1,0,0,4.5,20.5,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,,,,,,,,,,,,,,,,,万鑫泉,,,
219,1,,63.3,0,17.6,0,0,0.4,18.7,0,0,0,Ti-Zr-Ta-Nb,422,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.3,,,,,,,,,,,,,,,,,万鑫泉,,,
72,1,,86,6,0,4,4,0,0,0,0,0,Ti-Al-Mo-V,469,4,0,1,1,0,0,0,1,800,1,1,1,550,6,2,,,1032,,18.44,,,,,,,,,,10.14158j.cnki.1001-3814.20211806,固溶温度对Ti-6Al-4V-4Mo合金组织与力学性能的影响,9,刘雨佳,72,,
73,1,,86,6,0,4,4,0,0,0,0,0,Ti-Al-Mo-V,469,4,0,1,1,0,0,0,1,830,1,1,1,550,6,2,,,1084,,15.76,,,,,,,,,,10.14158j.cnki.1001-3814.20211806,固溶温度对Ti-6Al-4V-4Mo合金组织与力学性能的影响,9,刘雨佳,73,,
74,1,,86,6,0,4,4,0,0,0,0,0,Ti-Al-Mo-V,469,4,0,1,1,0,0,0,1,860,1,1,1,550,6,2,,,1124,,14.54,,,,,,,,,,10.14158j.cnki.1001-3814.20211806,固溶温度对Ti-6Al-4V-4Mo合金组织与力学性能的影响,9,刘雨佳,74,,
75,1,,86,6,0,4,4,0,0,0,0,0,Ti-Al-Mo-V,469,4,0,1,1,0,0,0,1,890,1,1,1,550,6,2,,,1225,,5.12,,,,,,,,,,10.14158j.cnki.1001-3814.20211806,固溶温度对Ti-6Al-4V-4Mo合金组织与力学性能的影响,9,刘雨佳,75,,
76,1,,86,6,0,4,4,0,0,0,0,0,Ti-Al-Mo-V,469,4,0,1,1,0,0,0,1,920,1,1,1,550,6,2,,,1285,,3.12,,,,,,,,,,10.14158j.cnki.1001-3814.20211806,固溶温度对Ti-6Al-4V-4Mo合金组织与力学性能的影响,9,刘雨佳,76,,
80,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,915,1,0,1,580,8,2,,,969,953.5,18,,,,,,,,,,,收集于西工大硕博论文，未公开,80,袁睿豪,80,,
81,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,915,1,1,1,580,8,2,,,971,926.5,16.8,,,,,,,,,,,收集于西工大硕博论文，未公开,81,袁睿豪,81,,
82,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,960,1,2,1,580,8,2,,,928.5,908.5,16.8,,,,,,,,,,,收集于西工大硕博论文，未公开,82,袁睿豪,82,,
83,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,960,1,0,1,580,8,2,,,964,931.5,15,,,,,,,,,,,收集于西工大硕博论文，未公开,83,袁睿豪,83,,
84,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,1010,1,0,1,580,8,2,,,989.5,937.5,15.3,,,,,,,,,,,收集于西工大硕博论文，未公开,84,袁睿豪,84,,
85,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,915,1,2,1,550,8,2,,,938.5,907.5,16.5,,,,,,,,,,,收集于西工大硕博论文，未公开,85,袁睿豪,85,,
86,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,960,1,1,1,580,8,2,,,1017.5,966,15.3,,,,,,,,,,,收集于西工大硕博论文，未公开,86,袁睿豪,86,,
87,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,960,1,2,1,550,8,2,,,919.5,893.5,16.5,,,,,,,,,,,收集于西工大硕博论文，未公开,87,袁睿豪,87,,
88,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,960,1,2,1,620,8,2,,,929,914,16.3,,,,,,,,,,,收集于西工大硕博论文，未公开,88,袁睿豪,88,,
89,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,1010,1,1,1,580,8,2,,,1028.5,968.5,16.8,,,,,,,,,,,收集于西工大硕博论文，未公开,89,袁睿豪,89,,
90,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,1010,1,2,1,550,8,2,,,919.5,879,16.3,,,,,,,,,,,收集于西工大硕博论文，未公开,90,袁睿豪,90,,
91,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,1010,1,2,1,620,8,2,,,938.5,912,17.8,,,,,,,,,,,收集于西工大硕博论文，未公开,91,袁睿豪,91,,
174,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,910,1,2,0,0,0,0,,,936,827,16.7,,,,,,,,,,,收集于西工大硕博论文，未公开,174,袁睿豪,174,,
175,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,910,2,2,0,0,0,0,,,921,810,16.9,,,,,,,,,,,收集于西工大硕博论文，未公开,175,袁睿豪,175,,
176,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,910,3,2,0,0,0,0,,,910,823,16.4,,,,,,,,,,,收集于西工大硕博论文，未公开,176,袁睿豪,176,,
177,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,910,4,2,0,0,0,0,,,913,826,19.1,,,,,,,,,,,收集于西工大硕博论文，未公开,177,袁睿豪,177,,
178,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,910,5,2,0,0,0,0,,,890,806,17.4,,,,,,,,,,,收集于西工大硕博论文，未公开,178,袁睿豪,178,,
179,1,,89.86,8.1,0,1.05,0.99,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,910,6,2,0,0,0,0,,,906,833,21.1,,,,,,,,,,,收集于西工大硕博论文，未公开,179,袁睿豪,179,,
181,1,,87.37,3.3,0,4.8,4.4,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,820,2,2,1,560,6,2,,,961.72,924.68,21.72,,,,,,,,,,,收集于西工大硕博论文，未公开,181,袁睿豪,181,,
182,1,,87.37,3.3,0,4.8,4.4,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,820,3,2,1,560,7,2,,,961.51,914.02,23.11,,,,,,,,,,,收集于西工大硕博论文，未公开,182,袁睿豪,182,,
183,1,,87.37,3.3,0,4.8,4.4,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,820,4,2,1,560,8,2,,,998.15,958.99,23.45,,,,,,,,,,,收集于西工大硕博论文，未公开,183,袁睿豪,183,,
184,1,,87.37,3.3,0,4.8,4.4,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,820,5,2,1,560,9,2,,,987.01,952.78,23.35,,,,,,,,,,,收集于西工大硕博论文，未公开,184,袁睿豪,184,,
185,1,,87.37,3.3,0,4.8,4.4,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,820,6,2,1,560,10,2,,,980.21,950.16,23.3,,,,,,,,,,,收集于西工大硕博论文，未公开,185,袁睿豪,185,,
186,1,,87.37,3.3,0,4.8,4.4,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,820,7,2,1,580,6,2,,,930.25,891.24,22.59,,,,,,,,,,,收集于西工大硕博论文，未公开,186,袁睿豪,186,,
187,1,,87.37,3.3,0,4.8,4.4,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,820,8,2,1,580,7,2,,,931.47,889.85,22.88,,,,,,,,,,,收集于西工大硕博论文，未公开,187,袁睿豪,187,,
188,1,,87.37,3.3,0,4.8,4.4,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,820,9,2,1,580,8,2,,,1007.3,972.03,24.25,,,,,,,,,,,收集于西工大硕博论文，未公开,188,袁睿豪,188,,
189,1,,87.37,3.3,0,4.8,4.4,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,820,10,2,1,580,9,2,,,977.95,944.57,24.05,,,,,,,,,,,收集于西工大硕博论文，未公开,189,袁睿豪,189,,
190,1,,87.37,3.3,0,4.8,4.4,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,820,11,2,1,580,10,2,,,974.97,943.38,24.01,,,,,,,,,,,收集于西工大硕博论文，未公开,190,袁睿豪,190,,
191,1,,87.37,3.3,0,4.8,4.4,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,820,12,2,1,600,6,2,,,913.02,873.54,25.34,,,,,,,,,,,收集于西工大硕博论文，未公开,191,袁睿豪,191,,
192,1,,87.37,3.3,0,4.8,4.4,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,820,13,2,1,600,7,2,,,917.65,882.35,25.51,,,,,,,,,,,收集于西工大硕博论文，未公开,192,袁睿豪,192,,
193,1,,87.37,3.3,0,4.8,4.4,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,820,14,2,1,600,8,2,,,970.81,934.69,25,,,,,,,,,,,收集于西工大硕博论文，未公开,193,袁睿豪,193,,
194,1,,87.37,3.3,0,4.8,4.4,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,820,15,2,1,600,9,2,,,958.4,928.66,24.95,,,,,,,,,,,收集于西工大硕博论文，未公开,194,袁睿豪,194,,
195,1,,87.37,3.3,0,4.8,4.4,0,0,0,0,0,Ti-Al-Mo-V,469,4,1,0,1,0,0,0,1,820,16,2,1,600,10,2,,,951,923.96,24.7,,,,,,,,,,,收集于西工大硕博论文，未公开,195,袁睿豪,195,,
